ID,Sequences,Sites,FG q-value,BG q-value,DIFF q-value,S.Sites (FG),S.Sites (BG),L (FG),L (BG),RELAX q-value,RELAX K,ω1,p1,ω2,p2,ω3,p3,ω1 BG,p1 BG,ω2 BG,p2 BG,ω3 BG,p3 BG,PH,TYPE
ENST00000326181.TRAF7,216,737,0.001350033057812838,0,0.8778657702035252,1,15,0.2905872742690812,7.05677166955226,0.1074782373405556,1.113149487661468,0.01356774830247497,0.103385531917538,0.01727047768262421,0.8965077598678391,154.3618515659586,0.0001067082146229019,0,0.026048106938111,0.02311121064098987,0.9737198309325702,811.7445783895689,0.0002320621293188014,false,C110
ENST00000424352.MEIS2,216,417,0.5,0.5,0.5545636166213181,0,0,0.13919714749463227,1.6339590563395585,0.04552726405869245,6.709703505369696,0,0.824767599022024,0,0.175232400977976,1.111005213513446,0,0.0003079399864087966,0.7028174772546337,0.01286224192824014,0.2502873635127297,0.03973797375356587,0.04689515923263655,false,C000
ENST00000588649.POLRMT,198,2058,0.1377577893250793,0,0,0,269,0.58136638861317,12.021841250468201,0.3770622134931112,1.044397863575416,0,0.02115328640238611,0.1158795202340448,0.9732953522732203,6.054924365470576,0.005551361324393609,0,0.1137223733571289,0.1137516894808944,0.8454511766874979,3.933218951327582,0.0408264499553732,false,C011
ENST00000291358.IQCC,188,742,0.04571345519235637,0,0.05365821686627703,0,10,0.6113905020869018,8.558310255458697,0.0105200740529523,0.7248513496768256,0.5907200257674639,0.5717391018643129,0.664760542617136,0.3627279517488206,4.676062123958229,0.0655329463868666,0,0.3085485547347007,1,0.6823564544611359,25.74662713955355,0.009094990804163441,false,C111
ENST00000305188.ESCO2,216,751,0.5,0,0.006764402788361101,0,30,0.3752085527742317,6.539502954891189,0.001735360910762984,0.6783188110383983,0.0113390922115596,0,0.2490200127908763,0.8224316164960667,1.281908528693458,0.1775683835039333,0,0.2862490031710068,0.5035778544597572,0.6970162079992782,10.8174520170037,0.016734788829715,false,C011
ENST00000416288.FLYWCH1,197,1015,0.4998041865414734,0,1,0,95,0.44682303813901364,9.296130876512104,0.7522171862312309,0.8840499016643917,0.001658206756345095,0.5425539823915988,0.1902753220809438,0.3007030836554269,1.004949190871449,0.1567429339529743,0,0.004986775054341384,0.1624526250000455,0.982830722716956,11.3104390273995,0.01218250222870258,false,C010
ENST00000403422.NEIL2,210,430,0.0004756843697134583,0,1,1,54,0.4927436027883392,9.448027090390669,0.7050446120087979,0.9546100075397134,0,0.1636425942494374,0.3881767857939213,0.8263795406410628,22.042100326012,0.009977865109499842,0,0.03285673328891583,0.2810906490190607,0.9467599113739391,11.11031435572853,0.02038335533714505,false,C110
ENST00000314250.TNS2,213,1682,0.5,9.363789743588313e-10,0.2535778925192006,0,4,0.25141088405431855,4.903476059097686,0.09922965263966343,1.091168108039557,0.07112146745400465,0.424971409917858,0.1084986910730121,0.575028590082142,1.001253075744675,0,0,0.05557706091386371,0.1024505402887523,0.9405085413244978,7.45284675865472,0.003914397761638495,false,C010
ENST00000293695.SYCE2,210,390,0,0,0.6103445955959556,7,36,0.9965941500689269,19.25014320561838,0.4364793214029424,0.9552483398504257,0,0.6478605267532132,1,0.33409752831074,36.95972556041598,0.01804194493604687,0.06236717284661989,0.6681533758626933,1,0.3195489145606485,80.47125347633128,0.01229770957665824,false,C110
ENST00000369393.MDN1,218,6198,0.4698899024538505,0,0.06473780756291403,0,105,0.3615255895814567,5.323185314728099,0.01340099083811663,1.243896606890545,0.05489254551014697,0.03319980610035025,0.07138806382815961,0.8270596489346554,1.265894492107682,0.1397405449649943,0,0.2098344486669527,0.2481866708753911,0.7817684065975677,7.629739525064637,0.008397144735479579,false,C011
ENST00000545675.SEPHS1,217,364,0.01270379230940288,0.5,0.1719403441069176,0,0,0.47036222561039315,4.288166390290161,0.05403279096474567,0.5887843612388475,0.0003961725911079694,0.4855911750218614,0.0161561162704505,0.5141299391749584,1337.729598404626,0.0002788858031802601,0,0.07992279618136441,0.00007882953718406027,0.893636896068793,0.1254256890488233,0.02644030774984255,false,C100
