ID,Sequences,Sites,FG q-value,BG q-value,DIFF q-value,S.Sites (FG),S.Sites (BG),L (FG),L (BG),RELAX q-value,RELAX K,ω1,p1,ω2,p2,ω3,p3,ω1 BG,p1 BG,ω2 BG,p2 BG,ω3 BG,p3 BG,PH,TYPE
ENST00000554584.SYNE2,212,7912,0,0,0,11,134,0.591145290285846,8.785884690889757,0.4054592305827656,0.9707928949344607,0,0.001712314479359995,0.3781243114762834,0.9974352474671774,114.446436210411,0.0008524380534626282,0.04932824928412165,0.5367471076613844,0.7968329083620717,0.4611044327232708,56.10137898508573,0.002148459615344692,false,C111
ENST00000260665.LRPPRC,215,1569,0.4965367009673712,0.03110977565040679,0.7861495322679709,0,4,0.32694815044327774,6.092267127903938,0.2426626645825052,0.8139244169595405,0.1840576824974277,0.4086939313144461,0.2333959337076737,0.4979906063941397,1.38735667688321,0.09331546229141413,0.1430448850475818,0.8144517697730799,0.8393748908839544,0.102730597879239,1.668331719935525,0.08281763234768115,false,C010
ENST00000369797.PDCD11,218,2098,3.740544918806599e-7,0,0,0,5,0.9552521589615677,7.15497612033723,0,0.000001750594644997203,0.005179211570717009,0.6977822886391858,0.9955465263593712,0,1.460229246483392,0.3022177113608142,0.1593547245171129,0.9247198614242248,1,0.0751797537394182,1313.666411043796,0.0001003848363570112,false,C111
ENST00000368632.HDAC2,217,520,0.279573185234014,0.01716713059189923,0.7415084091844831,0,0,0.17194329347482415,3.893314937688654,0.7142657470358065,1.117113176919029,0,0.9731295606229684,0,0.02579282044214442,13.96145614259192,0.001077618934887179,0.001764851816690152,0.983897817319445,0.3743258989278792,0.01582470190831866,23.53567507687915,0.0002774807722363082,false,C010
ENST00000381971.GLIS3,214,1182,0.1693966656258917,3.083147105398254e-7,1,0,1,0.30784394499650014,5.06589339816112,0.000648482335793843,1.343840048578443,0.1087420252232006,0.986195251083529,0.114874527118511,0.01185054723979657,12.15434147120854,0.001954201676674419,0,0.1362905959407551,0.1722241309610079,0.8619180187759464,13.54157535902439,0.001791385283298467,false,C010
ENST00000422242.RAB5A,218,229,0.5,0.5,1,0,0,0.13296801730403368,3.2585354719221025,0.001013218904537094,1.595003454339153,0.03277400561167045,0.765015204602508,0.04623779772667706,0.2349847953974919,1.001959314744941,0,0.0923148329335327,0.5765460878628978,0.09388310143306867,0.4014874802999204,0.1002587416160282,0.02196643183718169,false,C000
ENST00000417525.ANKRD7,155,407,0.5,6.106226635438361e-16,0.3209214712371294,0,2,0.4586434352475154,7.954277209049778,0.4580351380032083,0.9293521873213876,0,0.222792192596976,0.6466490339075814,0.6898488799110336,2.043487407677921,0.08735892749199044,0,0.3897679776467513,0.8980702015400756,0.6070473008715193,52.80836142331631,0.0031847214817294,false,C010
ENST00000248342.EIF3K,217,277,0.5,0.002077907595861017,0.6251736119227014,0,0,0.24193301061222192,3.8652211956772247,0.41399420510823,0.635509858049809,0.01089086796937632,0.02134557879146759,0.01612893459754058,0.9786544212085324,1.001559891272419,0,0.005137682525882497,0.9749985374297533,0.3800006053335039,0.02409712450924998,11.8187876648878,0.0009043380609967312,false,C010
ENST00000506553.ABRAXAS1,216,460,0.5,2.142730437526552e-14,0.6285725691310955,0,6,0.2927292254023347,6.745918483635074,0.168507947064323,0.8628101075484809,0.3017168369542721,0.4914489332870644,0.3587371256449652,0.5085510667129356,1.002131988861015,0,0.2014707159526743,0.6642495136176703,0.4917346626006348,0.3349947104656931,78.12381362505702,0.0007557759166366855,false,C010
ENST00000514493.SSBP2,212,363,0.3812162815592935,0.005472720866008751,0.9653315079100693,0,1,0.08670709261987367,2.027454921433018,0.3019373615700888,1.655481321691879,0,0.1707940996717635,0,0.8288712688588477,48.92395374546926,0.0003346314693888549,0.001759064100469532,0.8957202490253803,0.02888849226039609,0.1036700287818193,14.67381535003554,0.0006097221928004417,false,C010
